夜航星(00:04:59): 东哥你要不要叫一下张凯？
张凯(02:37:48): 是可以做，但是这种细的你弄到那里去，订单与订单之间的关联就没必要弄那里去很复杂吧。比如说，因为因为你这里商品它是没有流水号嘛，我们原来的商品都是自带的流水号嘛。

夜航星(02:38:05): 是有流水号，没展示。

张凯(02:38:08): 按道理，它是产生订单的时候，比如说这比基尼有三个，比如说下面3月21号产生的这个比基尼，它是售前的。

夜航星(02:38:17): 对。

张凯(02:38:20): 它产生订单的时候就已经确定了，是售前的，然后上面的2027年3月22号产生这个单的时候，它属于售后的。

夜航星(02:38:23): 是的。

张凯(02:38:31): 我的意思就跟着他走了，不管他以后什么时候把这个服务掉，他这一行他就是售后的比基尼，他售前的比基尼对。

夜航星(02:38:41): 是的。跟服务单没有关系？

张凯(02:38:51): 跟服务单没有关系。

夜航星(02:38:53): 对。

张凯(02:38:54): 我的意思是他们汇总数据的时候就要汇总，我看一下这个月我售前的服务业绩是多少，售后的服务业绩是多少，他们就可以汇总了嘛。

夜航星(02:39:07): 这边就是服务单的指向跟订单那边指向是11对应的。

张凯(02:39:16): 是11对应的吗？

夜航星(02:39:17): 所以。所以这边不需要有字段！

张凯(02:39:25): 你不需要那人家手手动的他怎么匹配上嘞？

夜航星(02:39:30): 手动的匹配。我可以。

张凯(02:39:32): 你现在不给我字段，我现在不知道下面这个笔记你是售前还是售后上？

夜航星(02:39:37): 我这里可以展示这个字段给你，但是你整体的服务单不需要有这个字段！

张凯(02:39:43): 对不需要了，下面的主表就不需要了。

夜航星(02:39:46): 对主表不需要你明细表也不需要因为关联一个表格查一下就好了。

张凯(02:39:49): 去查是啥意思，导出来的时候能一起导出来吗？或者说他在服务订单管理我这里筛选能筛选吗？

夜航星(02:40:01): 倒出来可以一起倒出来！筛选。

张凯(02:40:09): 我要看售前服务多少售后服务多少？

夜航星(02:40:13): 这个筛选不了你，你说不是一个层级的事情，因为我们服务单是没有这个东西的，那你刚才说的售前售后是属于服务单一个指指向！

张凯(02:40:24): 对是指向。

夜航星(02:40:25): 我们刚才筛选是服务单！

张凯(02:40:28): 你你你这相当于是主表嘛！然后这里面包含了很多指向嘛，是不是？

夜航星(02:40:30): 对主表！对。你筛选主表的时候你你筛选不了他的子线？

张凯(02:40:45): 那导出来的时候是怎么导的导出来的是主表吗？没有指向吗？

夜航星(02:40:53): 导出来就是你，你把你的需求给我就好了。

张凯(02:41:00): 需求我们需要根据这个指向里面去汇总。

邵冬(02:41:08): 要不是让他把字段列出来。表头的字段。

夜航星(02:41:13): 那表头给我就好了。

张凯(02:41:25): 这里带上不更好吗？

夜航星(02:41:31): 可以查就不要再搞一个字段了，我这里给你显示出来不就好了吗？你不用管我数据库里面有没有存？

张凯(02:41:45): 有没有存对你显示出来就可以，反正导出来有也可以，我不需要对比如说我这个界面。

夜航星(02:41:50): 对。

张凯(02:41:57): 在这假设，我在这个空白列，我能看到每一个指向它是售前还是售后还是线上，我看到就可以，我不管你咋做。

夜航星(02:42:02): 对是可以显示对服务单指向有这个字段，但服务单没有这个字段。

张凯(02:42:09): 这个意思。肯定没有服务单他一个服务单里面好多又包含了售前，又包含了售后。

夜航星(02:42:16): 对。对对这所以不能放在服务单管理那边筛选！

张凯(02:42:32): 你可以增加一些指向的筛选？

夜航星(02:42:36): 指向筛选啥意思？

张凯(02:42:38): 一个比如说服务单管理里面分为两页，一个是主表，我直接看哪个顾客嘛，我还有一个是我单独按另一个维度的全部是排出来的，全部是明细嘛。

夜航星(02:42:44): 对。这你们你你给我表头，你导出来，你们自己删就好了。

张凯(02:42:56): 指向。导出来。

夜航星(02:43:07): 对。

张凯(02:43:10): 你看我们这里。我这里也会导出来。

夜航星(02:43:12): 它毕竟只是一个流程化的东西，它又不是数据库管理。

张凯(02:43:21): 比如说你，你看我导出来给你看就知道了。有现成的。我随便挑一家店。

夜航星(02:43:28): 如果你要做成数据库管理的话。我知道你这个逻辑，你给我表头就好，我给你导出来。

夜航星(02:43:51): 你们自己删就好了。

张凯(02:44:03): 等一下卡住了。

张凯(02:44:49): 对比如说像这样的明细，最低级的，那如果你这么想的话，如果放在人家医院里面，人家去了人家医院里面，如果他店里就那个最低级的，那等于这样子，我觉得搞得不太好嘛。

张凯(02:45:08): 听得到不对，像这些明细嘛？

夜航星(02:45:09): 可以听到。我们没有这么多字段。有什么满意度，就没有了。

张凯(02:45:27): 满意度可以先不用给你找个案例，就是他们做数据汇总的时候，他需要这些东西，比如说项目名字要了顾客名字要了，员工名字要了对。

夜航星(02:45:38): 你给我一个表头就好了。

夜航星(02:45:44): 他们做项目汇总是做起来干啥来着？

张凯(02:45:49): 你分析这售前顾客来了多少，下个月怎么规划这些顾客，这样子，然后售后顾客来的多不多，次数怎么样，是因为满意度不好了还是店里环境不好了，就然后你。

夜航星(02:45:57): 这不都是分析师的功能吗？

邵冬(02:46:06): 我就觉得分析师功能，这个例子。

张凯(02:46:09): 那你这个数据你你前期你不得展示出来吗？又不是又不是所有人都要去用分析师是不是？

夜航星(02:46:23): 你要展示全部数据，你连数据库就好了。

张凯(02:46:24): 就比方说就我刚刚举那个案例，我开单的时候，我做服务单的时候，我现在我们开服务单的。

张凯(02:46:39): 58024944，比如说我在这里时候，我就要看到这里它是什么，而不是等到我去分析的时候我才知道。

夜航星(02:46:49): 对可以显示出来。

张凯(02:46:52): 然后做数据的人，他导的时候他肯定就要先筛选，然后售前售后筛选出来，直接把数据导出来了，这还没到分析的那个地步了？

夜航星(02:47:03): 主要做数据原来是想没走系统！

张凯(02:47:08): 原来的设想是把数据传到 wifi 去。

夜航星(02:47:14): 这我发现它可以外接数据库的他直接放里面倒就可以了。

张凯(02:47:27): Right. 这个类别服务站的类别我也不知道这个类型是从是指什么东西类型是指啥？

夜航星(02:47:36): 刚才那两个可以选的，你要不要就删掉也可以。就普通和体验两种。

张凯(02:47:47): 普通和体验是可以留的，它和维度不是同一个东西？

夜航星(02:47:54): 你没有用就可以删掉。

张凯(02:47:58): 有怎么会没用，你我们的销售单他不是分了那个六八的那些体验卡那些吗？你这个类别是有用的，你类别刚好适配我这个东西就是我原本是给他分两张表的，你看嘛。

夜航星(02:47:59): 对。对是这个意思。对是的。想起来了，这个类别就是对应这个。

张凯(02:48:15): 这里那么。对你把两张表并在一块了，更简洁了，但是和我们刚刚讨论的那个字段是不是同一个东西？

夜航星(02:48:27): 是的。不是同一个东西可以没问题。

张凯(02:48:36): 预约管理，因为他是跟手机绑定的。

夜航星(02:48:42): 对。你看下已确认的那两个。因为我走走了两个。

张凯(02:48:49): 签到，签到。

夜航星(02:48:56): 预约管理跟其他功能挺脱节的，这块没预约管理跟其他功能挺脱节的，因为它不是可以完全独立出来。

张凯(02:49:00): 哪个东西。对。对它没有啥关联。

夜航星(02:49:10): 对没啥关联，所以这个就没那么重，这个没调好，就是稍微做一下没调这个，因为按排期就是下次迭代。

张凯(02:49:15): 然后经营数据。对。可以权限我们这次要讨论？

夜航星(02:49:29): 大概这种效果权限。你有想法就讨论？

张凯(02:49:37): 权限，因为因为我不太懂，就是这个端口的逻辑，但是我那个 wafi 这个权限我倒是用的。

夜航星(02:49:38): 这最好早点讨论掉。

张凯(02:49:49): 因为我可能用习惯了他这里不同的角色，然后角色看一下他哪个等一下。他每个角色会绑定用户，然后绑定模板吧，这种我用的比较多，然后到这里来的话，我可能。

夜航星(02:50:05): 不对一个逻辑就是我们也是两个维度，一个维度就是总部市场门店这个维度。

张凯(02:50:14): 是一个逻辑？

夜航星(02:50:25): 另一个维度就是这个角色列表是跟模块绑定的。

张凯(02:50:29): 比如说人人事，我选一下人事我分配。我在这里选人。

夜航星(02:50:41): 可以优化一下，因为角色没事。

张凯(02:50:46): 没事要用了才知道，这个是体验感有点差，我看不到那些人职位，我有那个门店经理美容师，推广师。

张凯(02:51:00): 后勤，我随便选一个选个后勤，然后角色就是人事。

夜航星(02:51:04): 你可以切到按员工查看，如果你是选某个人的话，type 也可以切的就是把这个擦掉我。

张凯(02:51:10): 我知道，等一下我把这个写完。

夜航星(02:51:27): 三角形是可以打开的。

张凯(02:51:29): 混动的一个市场！不进了。在这里。

张凯(02:51:41): 分配没过来？

夜航星(02:51:45): 可能没听到分配没过来，刷新一下看看喂，这可能联想？

张凯(02:51:55): 那我看员工的话。

夜航星(02:52:03): 这接口太多了，就测测不过来。

张凯(02:52:08): 员工这里点不进去！

夜航星(02:52:11): 人工。

张凯(02:52:13): 看按员工查看嘛，然后嘞，然后。

夜航星(02:52:17): 分配酒是啥功能？

张凯(02:52:24): 一也是要选。

夜航星(02:52:28): 这块可能没做，那功能有点多，测不过来。

张凯(02:52:34): 这里对这里人事这里。我昨天看了，我觉得没看懂。权限我们好像我们还有一个。

夜航星(02:52:51): 我这边测基本上你你每个操作我都要把流程串起来点好几遍。所以车辆挺大的。

张凯(02:53:00): 然后好像少了一个东西，整体那个板块，没少顾客管理，在这里，但是顾客管理这里。

张凯(02:53:14): 这里就怎么说，这里筛选项好像要增加一些。

张凯(02:53:24): 我们不是会员有一些标签吗？

夜航星(02:53:27): 全部等级有，有个人有。

张凯(02:53:32): 一些标签，还有滚动的等级还有。

夜航星(02:53:41): 啥活动没接？

张凯(02:53:44): 就是那个我们小程序上不是有什么极佳流失，然后什么活跃顾客小小。

夜航星(02:53:53): 这块不做小程序那边做。

张凯(02:53:58): 你不做那后台的人，他导出来，他怎么判断嘞？

夜航星(02:54:02): 后台他。那小程序看！

张凯(02:54:12): 那小程序能导数据吗？管理员，他是负责整个区域所有门店的顾客，他要你你说的。

夜航星(02:54:14): 不能倒。

张凯(02:54:23): 小程序看那是店长看，还有美容师去看吧，那管理员，比如说我要看我还要去小程序看吗？我。

夜航星(02:54:25): 你你不用小程序吗？那连数据库嘛？

张凯(02:54:35): 我不得我不得批量导出来看所有市场的吗？啥意思。

夜航星(02:54:46): 这块这块功能。不知道这来不来得及做！

夜航星(02:55:29): 你如果加几个筛选功能可以，你要弄标签功能，你可能会来不及做。

张凯(02:55:36): 来不及做时间可以排，因为后台就是总部的人用门店，那基本上是用小程序，但是肯定要满足，就是说。不管人事分析，数据分析人效还是财务分析什么经营数据，他肯定要后台，他要能看的。

张凯(02:56:01): 你不可能说，比如说人事部，他要分析员工人效，他还要点击小程序，一个员工点开看，他肯定是在后台。

夜航星(02:56:09): 管理后台理论上是两个小程序应用的后台，不是你们公司的业业务管理后台。

夜航星(02:56:21): 他本他是这个定位，所以你你你其实有提了一些属于你们公司业务管理的功能。

夜航星(02:56:32): 我那我之前是没有把那些功能做上去，我是它的定位就是小程序的管理后台。它主要功能就是小程序上面的数据的维护。

张凯(02:56:51): 维护。但是两边是关联的，比如说你小程序上的那个顾客标签，你后台肯定也要有，就是你小程序展示的数据，后台不需要导出来吗？肯定要导出来嘞。

夜航星(02:56:59): 是关联的。

夜航星(02:57:24): 导出来我可以给你整体导一下。但是标签不好，做要时间。这个分来分去是不好吗？

张凯(02:57:38): 在分析师。

夜航星(02:57:39): 对你你这个操作不就是分析吗？

邵冬(02:57:45): 是之前不在你们公司，我也跟你讨论过，你说这个东西就是可以省人工分析师这个创造的价值，那你们现在这个统计要这么多人，然后去搞这个东西，那完全可以把这工作一次性都做出来。他们肯定有很多的分析的工作是常规工作！

张凯(02:58:08): 是这个是很多，你打比方那个顾客。

邵冬(02:58:09): 对常规的常规工作，他的工作我至少能把一个人替代掉你，你现在做这块工作人有多少人？

张凯(02:58:23): 搞数据的吗？

邵冬(02:58:25): 对。

张凯(02:58:27): 搞数据的，每个区域都有一个？

邵冬(02:58:32): 对你所以说你分析师你说10万块钱多，我觉得不多，我们随随便便把你几个人人头干掉了。

张凯(02:58:42): 我们现在讨论的不是这个话题，那人家搞数据的东西，他去哪搞这些数据，他都看不到。

夜航星(02:58:51): 你不是属于导数据，你是你有标签就其他本质上是一种分析？

邵冬(02:59:02): 本质上就是一种分析，就是数据生成一个策略，你你们的目的分析的目的就是这个嘛，为什么我会这样，我该怎么做嘛？

张凯(02:59:15): 打比方说我打比方说。现在比如说财务那老板问财务，我想知道我们顾客的每个等级的会员有多少？你不能让他又去分，又去登录分析师去，然后再去问问对话，然后再导出明细，然后再去汇总。

邵冬(02:59:41): 那你们现在是怎么做？

张凯(02:59:41): 分析。我们现在就是财务，直接把顾客档案批量导出来，因为档案上面就已经打了标签了！

夜航星(02:59:53): 你该问多少人，他就回答多少人就好了。

张凯(02:59:58): 这会拉多少人，那财务他怎么需要去知道这个数据嘛，他去 work 上看看一下顾客档案，筛选一下，售前顾客有这么多售后顾客有这么多。

夜航星(03:00:08): 这现在有个问题，老板为啥要问财务，他可以自己问的，他自己问不是还快一点吗？

张凯(03:00:17): 他自己问是快，我只讲这一个数据，那他需要多的时候，他有时候问的分析师里面可能没有，因为这些都是很简单的，数据都不需要计算。

张凯(03:00:36): 所以我前面跟邵总为什么讨论，我说分析师能解决我们很多复杂的一些难点，但是你像这些简单的。

邵冬(03:00:47): 我是觉得是可以这样，你不要因为我给你报2万块钱一个指标，你就觉得就是你就非得找复杂的，我觉得你我们可以做沟通嘛，做妥协嘛，你简单的我平时要用到的，我们都可以放进去嘛，你没必要东！

张凯(03:01:07): 不是我不是怕指标多，价格贵，我是觉得麻烦。就是打比方说你们，你不是有我跟范爱的后台吗？我点开顾客档案，我就能看到分类了，我为什么还要去分析师问一遍？

邵冬(03:01:19): 你们老板不会去沃克范后台看你们？

夜航星(03:01:29): 你你点比比比比问慢，问快！

张凯(03:01:33): 但是老板用的少，其他人用的多，像人事总监他要去看一下员工情况，你还要去分析师去问一下他点。

邵冬(03:01:42): 我理解他说的这个东西，有时候做分就做中层管理，他是直观的看数据会更舒服，做老板这种整个公司的管理，他可能用分析师更舒服这样一个概念。

张凯(03:01:58): 对对他。

邵冬(03:02:00): 中层管理他要看得见，摸得着明细的数据要出来。

张凯(03:02:07): 我举个案例，我点开你你们就知道了，比如说员工管理我点开！

邵冬(03:02:07): 能理解。

夜航星(03:02:14): 我们分析师也是有明细的数据的。

张凯(03:02:17): 我点开。我点开这个员工管理，你看假如我作为人事总监，我是不是可以直接在这筛选市场分类，我也可以直接筛选看一下每个市场在职有多少人是不是？

夜航星(03:02:31): 对。

张凯(03:02:36): 这个很直观了，就站他的角度很直观，那假如他要这里等一下。那一那回到顾客管理，那我现在我还有很多标签，我要筛选，我筛选不到了，我只能筛选这个标签。但是我只能筛选这一个打比方说我想看顾客即将流失的有多少人，为什么不能像员工管理一样，在职的和离职的一筛选就出来看得到？

夜航星(03:03:18): 因为它即将流失，不是一种一种字段，它是一种分析。

张凯(03:03:26): 对，但是站在他们的角度，我点开更方便了，我一看就我就知道我还要转到那个决策分析系统去看的话就很麻烦。

夜航星(03:03:39): 即将像即将流失，他点开他很慢的，他不是像这样反一下就出来。

张凯(03:03:51): 即将流失他是计算好的？

夜航星(03:03:52): 对不会计算和实时计算的。

张凯(03:03:59): 实时计算。

夜航星(03:04:00): 对。

张凯(03:04:10): 那说到员工这里那少一个员工的人效数据。这里是只能看到员工的档案，但是人员工的数据看不到。

夜航星(03:04:29): 对。

张凯(03:04:33): 那员工每个人手工费多少钱，服务顾客多少那些在哪看？它这里你看原来我刚刚导出来那张表是哪张表，这里他们原来。系统也有提取的，因为我也专门做了一个。比如说。数据汇总5日表。你看我们每5天会做一次。他们会。每家店会每个员工业绩多少项目数多少，手工费多少服务业绩是多少？然后。然后经营数据？

张凯(03:05:42): 日结我们现在是不用做了，我可以给您看一下日结。我们会有一个日结。每家店每天会做一个汇总。就今天的。今天的顾客数了，然后员工分配了多少业绩了？

夜航星(03:06:02): 在经营数据那边？

张凯(03:06:07): 然后员工的明细了，我们在哪里在经营数据金数据人像分析。

夜航星(03:06:11): 对还有个人效分析？

张凯(03:06:22): 这里是3元门店。

张凯(03:06:28): 总业绩我还少了一个服务业绩来这里。

夜航星(03:06:37): 可以再多拆一个服务件你穿。

张凯(03:06:41): 项目数是有这个项目数？然后还少了一个人头一头就是需要对接吗？这里面其实还。我们还没讨论过。

夜航星(03:06:59): 对这个是下下下个礼拜。我之前说好的对。

张凯(03:07:03): 那这个放下一次，那就是回到刚刚那个话题就是顾客分类里这里你肯定要帮我弄细一点。我不是说什么害怕这些东西放到那个决策师那里，然后指标多，价格贵说站在我们的角度，我一样，我看顾客。我肯定是在这里一筛选就跟看员工一样，一筛选我就能看到更直观嘛。

夜航星(03:07:38): 你是跟员工端小程序的标签一样吗？

张凯(03:07:50): 我这边整理了一个标签的表可以发给你看。你像我这里虽然。

夜航星(03:08:00): 这个可以放在经营数据那边吗？

张凯(03:08:05): 经营数据那边？

夜航星(03:08:06): 它本质上是一个经营分析！

张凯(03:08:10): 顾客吗。

夜航星(03:08:11): 对。

张凯(03:08:13): 不对它有些是它有些标签虽然是动态的，但是你看好你看我这里。我这里给它分类，你看我这里就放在顾客档案并在一块了，我这里有一个未到店时间的间隔当月到店。当月到店，然后还有三个月。三个月没到店，6个月没到店，根据他的消费年度总销费用给它划分到档位。

夜航星(03:08:59): 你这多久更新一次数据？

张凯(03:09:02): 在干嘛。这个好像是一天，我好像我看回血。你看还有每一年度的累计消费，二二年累计消费二三年累计消费。二四年累计消费。会根据他消费分档嘛，然后根据时间到店的时间会打上标签嘛？

张凯(03:09:34): 就是他们使用的时候，他们就直接把这个筛选一下就可以看出来每个档位有多少顾客，而不是再去临时用的时候再去把销售明细导出来计算一下。就我这么表达能理解你像他们使用的时候，你像下面的财务主管，他们用的时候他那好多东西他不会计算的，我肯定要在这里给他弄好，他筛选导出来就可以了。

夜航星(03:09:54): 我理解，理解。可以那跟员工端那边做的一样？

张凯(03:10:13): 因为分析师这里肯定也要加这些东西，因为到时候分析师肯定要抓取所有的数据，我们说一个板块一个板块的去添加。

张凯(03:10:26): 这里加了之后，到时候我们分析师也要加。

夜航星(03:10:34): 可以加上。

张凯(03:10:48): 然后经营数据放到下一次讨论。

夜航星(03:10:53): 经营数据这次讨论我，我下次迭代要交付的！

张凯(03:10:58): 这次也讨论经营数据品相的话，品相这里没有数据品项占比品项金额。

夜航星(03:11:00): 对。这是因为就因为下次迭代嘛，所以没去，没去弄它。

张凯(03:11:17): 邵金额。进行动线和我们的理解好像不一样进行漏斗到店顾客，这是通过以往的数据来的？

夜航星(03:11:33): 对1万的数据。

张凯(03:11:34): 到店顾客是从怎么提取来的？

夜航星(03:11:38): 到店顾客。

张凯(03:11:39): 这是服务单的？

夜航星(03:11:42): 是对服务单的吧？

张凯(03:11:47): 经营动线诶，我们的经营动线还不是这样子，我们出入有点大！

夜航星(03:11:57): 那没事，你可以当做他没开发我。

张凯(03:12:02): 好看一点，那我现在需要跟你对接吗？经营动线。

夜航星(03:12:07): 对或者过几天也行，但是我下次迭代会迭代上去。

夜航星(03:12:19): 你比如说周周四或周末什么时候这周？

张凯(03:12:32): 进行多线顾客分类标签，那些我们有现成的。

夜航星(03:12:37): 好好，那我按照你现成的来。

张凯(03:12:38): 对我到时候把表格发给你就可以了。

夜航星(03:12:43): 好。

张凯(03:12:47): 运营动员人效，是对人效就差了几个字段排行榜，顾客消费排行榜。员工，那员工排行榜是根据业绩来的哈。

夜航星(03:13:03): 对。

张凯(03:13:06): 商品销售排行榜。员工排行榜好像有好几类诶？

夜航星(03:13:14): 你说。

张凯(03:13:16): 一个业绩是肯定是有的服务业绩也有。那个项目数也有？蓝天没有了？

张凯(03:13:40): 开单数，员工开单数总业绩，客单价完成服务数。然后再加一个。开单数这里开单数不等于顾客数哈！

夜航星(03:13:55): 不等于。

张凯(03:14:00): 服务项目数就是汇总服务单的划卡次数？

夜航星(03:14:07): 厕所你说什么就可以什么，因为这部分我就随便写一下。

张凯(03:14:17): 你只是随便展示出来对课堂完成项目数，这里我看一下对比一下，还有一个。

夜航星(03:14:19): 对。

张凯(03:14:37): 这里经营数据分析。客流。这里有一个需要注意一下的，那这里项目数课总业绩，他还要加一个服务业绩。

张凯(03:15:05): 再加一个客流。

夜航星(03:15:13): 跳得了尬聊。客流服务人次还是订单人次？

张凯(03:15:24): 服务人士。同一个顾客当月可以重复，比如说我一个月来了10次，那我都是同一个美容师服务的，那这个美容师就是10个客流。

夜航星(03:15:44): 那这不就完成服务数吗？

张凯(03:15:48): 完成服务数是那个耶是那个划卡的次数。比如说我来10次，我每次做了两个项目，那我就那这个美容师是完成了20个项目数。

夜航星(03:15:55): 好，你说。OK OK。

张凯(03:16:03): 那叫法不一样进行动线我发你吧，我重新发你。

夜航星(03:16:13): 好你你有资料都发我。

张凯(03:16:17): 影像战力。其他还有需要讨论的不？

夜航星(03:16:21): 我看一下优惠券的现在发放方式可以吗？让你们选人发。

张凯(03:16:23): 优惠券的发放方式。详情选人发放。选人发放。以后能不能添加一个比如说他生日自动发放，然后。

张凯(03:17:00): 达到多少钱了，自动发放。

张凯(03:17:09): 然后还有一种场景，但是以后我们现在麻烦一点也没关系，麻烦一点，让他们把名单发过来，还有一种是。

夜航星(03:17:14): 那以后再说吧！

张凯(03:17:19): 比如说我在那个，我不是有那个促销福利活动吗？那我有的福利活动里面自带的那个券了，他买了这个福利活动就带了这个券了。

张凯(03:17:32): 发放了。

夜航星(03:17:36): 有不好意思，刚才我开小差了，你再说一下。

张凯(03:17:41): 比如说营销的时候，他推出一个福利活动，你买了这个福利活动，我就赠送你一张满500-50的券自动附带的嘛。

张凯(03:17:57): 我们现在可以麻烦一点跟手。现在手动发一下，没关系。

夜航星(03:17:58): 就绑定到商品对吗？这以后再说。

张凯(03:18:09): 能解决。

夜航星(03:18:09): 这是这是放在二期吗？

张凯(03:18:15): 放二期也可以技术问题能解决就行。

夜航星(03:18:16): 对能解决技术都能解决，就是时间成本问题？

张凯(03:18:23): 目前那今天也讨论蛮多的，还有不？

夜航星(03:18:33): 我再看一下我那个代办，那你你这么推的话就相当于我只有。一个月多多一周的时间去开发了？

张凯(03:18:48): 四40天多一周吧，40天吧，我们不是5月10号。

夜航星(03:18:52): 40天。

张凯(03:18:59): 5月10号吗？

夜航星(03:19:01): 5月10号给你们测试吗？第一轮测完你你们反馈我改了你你们还要不要再来一轮？

张凯(03:19:13): 再来人我就现在也不好说，我也不知道到时候你改完是啥情况。

夜航星(03:19:20): 对尽量安排充足一点嘛！

张凯(03:19:26): 充足一点，那只能辛苦你们。反正我们6月1号之后，是公公布，大家说可以用了，但是我们会先从部分的门店会挑几家门店先开始用。

夜航星(03:19:44): 挑几家.. 你们找测试是找找哪些员工测试？

张凯(03:19:51): 美容师店长，人事，财务！

夜航星(03:19:58): 那是不是也要选门店？

张凯(03:20:02): 要选门店。

夜航星(03:20:05): 那就来一轮吧，到时候别再改了。

张凯(03:20:14): 对。

夜航星(03:20:18): 你你你确定你选那个测试能覆盖吗？覆盖这些功能？

张凯(03:20:25): 全部吗。

夜航星(03:20:29): OK。

张凯(03:20:31): 但是现在没法测嘛，现在好多都没不对嘛！

夜航星(03:20:35): 可以。那我下周有什么下个迭代有什么优先要迭代的吗？

张凯(03:20:51): 优先要迭代的就是商品管理，然后后台哈后台你那个开单如果时间赶不及，我们可以排后面，但是小程序的开单我们肯定要过一遍。

夜航星(03:20:55): 对。

张凯(03:21:07): 因为他们是优先用嘛，优先用小程序开单嘛，二选一他可以先让他们先不要在外部端开开单，但是小程序的开单逻辑一定要优先吧。然后再一个就是小程序端的顾客的那些分类标签和。

张凯(03:21:34): 把外部端的顾客肯定要就是同步了，因为因为不然到时候财务去测试的时候他没有体验感的，他说他会觉得要啥都没啥。

张凯(03:21:48): 然后下一次迭代，然后一个是商品管理，一个是顾客管理！组织架构没问题，还有一个是商学院的需求。他想尽快能看到在后台操作门店的商品的上传图片的装修。

夜航星(03:22:19): 这个不是放到测试来嘛，测试的时候让他们传数据！

张凯(03:22:26): 上次放上次也可以，这个都可以协调。

夜航星(03:22:34): 现在传上去，我要是改动了，那可能还得再来一遍！

张凯(03:22:34): 顾客数据。可以顾客管理，员工管理，然后订单的管理了。这几个大象。这几个大头诶！

夜航星(03:23:00): OK 那我把那开单先给关掉吧！

夜航星(03:23:05): 开单营业额分配都可以关掉，然后预约管理也关掉好了，门店解绑关掉，由订单管理和服务单管理。

张凯(03:23:18): 设置流程，我用小程序设置也可以。

夜航星(03:23:24): OK 然后工作台可以吗？

张凯(03:23:31): 我们工作台展示本店客流业绩，待处理订单待办事项开单订单管理，顾客管理，营业额分配。工作台。工作台因为如果不让他们目前先不让他们在外部单开单的话，工作台。影响不大。

夜航星(03:24:08): OK。

张凯(03:24:11): 因为主要是总部的一些职能部门用后台嘛。

夜航星(03:24:15): 总部的职能部门，那我设计是全所有人都可以用！

张凯(03:24:18): 不是可以用，那我们开的，比如说我们外部单开单只是排到后面，不是说不要了嘛，无非就是我到时候在外部端给他们设置不同的权限了，比如说店长他可以看到开单，但是他不能看到下面的什么组织架构，门店管理。

张凯(03:24:44): 员工管理这些他看不到人事部他就能看到什么人员管理，然后人效！这些。

夜航星(03:24:58): 对 OK 就是我业务管理这边如果那个功能不需要的话，那就删掉也可以删掉那省得开发了。

张凯(03:25:16): 你，你删掉干啥？

夜航星(03:25:19): 开发还得调试删掉快！

张凯(03:25:20): 你你都搞出来都删掉，肯定快了，你都搞出来了，你要删掉。

夜航星(03:25:27): 这调试要费时间！

张凯(03:25:30): 这个不是说只是往后延，又没有说不要。

夜航星(03:25:34): 订单管理。往后延放到二期吗？开灯。

张凯(03:25:40): 没有我的意思是我们小程序时间赶不及我们想我们优先让他们不要用外部单开单，然后优先用小程序开单，但是外部单保留肯定还是要保留！

夜航星(03:25:55): 我之前听刚才听你意思好像你原来预期就只需要在小程序上操作。

张凯(03:26:03): 主要是时间赶不上嘛！

张凯(03:26:13): 因为因为因为你是。测试完你你改完的嘛，改完的话。

夜航星(03:26:13): 按照我们那个流程来，那你你们你们测试完我们就交付了。

夜航星(03:26:27): 你改完我们就交付了你们试用的时候我们就交付了！

张凯(03:26:34): 日用的时候你说的是6月的时候，那都上线了，肯定是。

夜航星(03:26:37): 对。按照排期好像开单和预约管理门店解绑这些就。就排排不上？

张凯(03:26:52): 你你肯定要保留你不然那些有使用的。

邵冬(03:26:58): 我跟张总再讨论一下吧，到底怎么弄，因为我觉得我说实话，这个量是有点大了，叫别人做，可能还这点钱肯定做不下来。

邵冬(03:27:14): 但是我承接了你这个事情嘛，然后我们先把能做的先做掉，然后我待会电话跟你沟通，反正就是不会让你难受的，反正总要做出来，然后我们讨论个补偿方案或怎么样，弄好不好，就是因为的确是工作量肯定是超了，你总要让我赚点钱？

张凯(03:27:23): 那你你决策失误，你也要承担一点损失？

邵冬(03:27:47): 那我跟谢工先去吃饭，然后待会再跟你讨论好拜拜！

张凯(03:27:52): 好。你们先吃好拜拜！

夜航星(03:27:59): 最后一个问题，稍等一下，张总那个权限那边角色需要你确认一下这几个是不是就没有问题，因为这个改动比较大了。

张凯(03:28:13): 你说权限管理角色？

夜航星(03:28:14): 这几个角色对我要不要给你稍微解释一下，系统管理员就大部分数据他都可以去操作，但是他不能开单，就涉及到那个走业务的，他操作不了。

夜航星(03:28:35): 然后门店店长的话，他相当于有本门店的所有的功能。他就是像商品管理这些，他可能就操作不了。

张凯(03:28:56): 对。

